originalText,label_class,label
孩子直肠狭窄，需要做手术。请问直肠狭窄主要有哪些症状？,临床表现(病症表现),0
盐酸氯丙嗪片还有奋乃静片都属于精神药品吗？如果不属于，那属于什么药呢？,其他,2
脑膜脑炎是如何引起的？,病因,10
七十味珍珠丸是不是可以给老人家养心安神的呢有没有什么效果啊？,其他,2
我这段时间咳嗽很费的，咳嗽一个多月了，有时候还伴有呼吸困难的症状，是不是间接性肺炎，这种病还有什么其他的表现？间质性肺炎的症状表现？,临床表现(病症表现),0
小腹痛是因为什么,病因,10
痔疮和喝啤酒有关吗？,病因,10
小儿颅内出血有哪些并发症吗,相关病症,12
做完痔疮手术后十天，大便还疼，里面水肿，肛门发痒，如果没有消肿就要一直用药吗？消炎药和栓药，用到大便不疼吗？做了内外痔手术，红光和雾化，输液，内痔拆线后还水肿，怎么治疗？,其他,2
您好，我想问一下我脸咬合痛吃塞来昔布胶囊可以吗？急需帮助，非常感谢。,治疗方法,8
头痛还可以吃滋肾育胎丸吗？,病症禁忌,11
本人患病十年，以五月份到十月份为加重期，春冬无症状，尤以冷空气，油腻食物，菌类过敏，现用药为吸入剂和西药，请问有什么好的治疗方案。,方法,6
味觉障碍是怎样的一种病?,定义,4
我想咨询一下非淋性尿道炎吃什么药最好?,治疗方法,8
每次上厕所只有一点，上完了就会感到胀痛，还想上，却上不出来,临床表现(病症表现),0
你好！波立维有没规定在是饭前吃还是饭后吃，对于治疗不稳定性心绞痛或非Q波心肌梗死)患者的量是怎么样的？,其他,2
请问阿立哌唑口腔崩解片要主治什么疾病,适用症,14
肠系淋巴结炎，越来越反复发作，不爱吃饭有时呕吐。,临床表现(病症表现),0
请问附桂骨痛胶囊主治功能是什么呢？有需注意的事项吗？,其他,2
宝宝三岁半了不爱吃饭一吃就吐为什么？,治疗方法,8
6个月宝宝大便干燥,治疗方法,8
脑囊虫病可以预防吗？,预防,15
左腹疼痛，做过胃镜，显示浅表性胃炎，打过b超，,其他,2
爱吃辣椒，吸烟喝酒，最近上火，大便出血，痔疮如何治疗？,治疗方法,8
你好，这几天我上厕所小便总是有一种刺痛的感觉，好像也总是尿不完，一下子就要去厕所，请问这是为什么呢？,临床表现(病症表现),0
阜阳治疗癫痫病医院？？2岁宝宝晚上不睡觉闹腾，伤透了脑筋，全家人给搞得精疲力尽，初步诊断为宝宝癫痫，而且发作时眼睛就像钉住了一样，一直看上面，不知看着哪边一动不动的，醒来后又好了，闹心孩子还小能治好吗,其他,2
我应经断断续续的使用该药有一年多的时间了，该药还是朋友介绍的，蛮好用的呢。,其他,2
易激惹是怎么回事？,定义,4
医生你好，我最经有些尿频，一天要上十几次厕所，感觉怎么也尿不完，是不是我生病了呢？,临床表现(病症表现),0
肠炎在饮食上需要注意的地方,治疗方法,8
成年患者是怎样服用奥司惠阿法骨化醇胶丸来治疗软骨病的？,适用症,14
结核性胸膜炎。是不是吃药时间越长以后越不容易复发啊？这是什么病的症状？会不会有什么不好的影响？,其他,2
脑疝怎么回事,病因,10
肚子一直胀痛走路不敢直起走路连咳嗽都会疼痛是什么原因,病因,10
我要帮姑姑买治疗妄想孤僻精神病的药请问可以用五氟利多片吗会...,治疗方法,8
夏枯草膏这个是什么药来的？可以治疗什么病状？,其他,2
得内痔一段日子了，有时出血有时不出，偶尔有点痛，应如何治疗？,治疗方法,8
你好，我想请问一下一动就出好多汗，可以吃虚汗停颗粒吗？,适用症,14
易激惹是什么病？,定义,4
爬上二楼心脏跳得特别厉害，感觉要掉下去的感觉，站不住，只能趴着，好一会才能好转,临床表现(病症表现),0
带环后通常肚子会痛几天,其他,2
请问是烫伤吃三七胶囊可以么？注意什么，怎么好，谢谢！该怎么治疗好呢?求解答！谢谢！,其他,2
肛门长痔疮，用什么药好？,治疗方法,8
强迫症和手淫有关系吗,其他,2
请问白癜风能彻底治好吗，我的白癜风是在去年上半年发现的，有硬币大小的样子，白斑没有扩散当时，而且忙也没钱呀治，但是今年1月的时候，白癜风开始扩散了，这还能治的好么?,治疗方法,8
丘脑胶质瘤怎么办,治疗方法,8
我现在是有脑供血不足，去年以来睡眠也不好，医生开了佐匹克隆是不是真的可以吃啊？,适用症,14
哮喘的症状有哪些?我感觉自己可能得哮喘了。,临床表现(病症表现),0
无,其他,2
我有一同事身上有很多白斑，上网查了很多资料，根据他自己的表现怀疑是患有白癜风，听说这病治疗起来很困难，我们也尝试了很多方法，确实效果都不理想。,治疗方法,8
我爷爷高血压，牛黄降压片和罗布麻片能够帮助减压吗？有效果吗,其他,2
您好，我以前是豆性心率不齐，心动过速，最后导致心肌梗死，现在变成心动过缓了，可能是心衰，可以服用麝香保心丸吗,方法,6
我是心脏病患者，可以现在肠胃又有不舒服，请问可以用健胃消食片吗？,病症禁忌,11
只要在外面玩了回来身上从高梁叶上弄上了白粉就怀疑人家打药来就又洗澡又洗了一遍衣服。,临床表现(病症表现),0
溃疡性直肠炎，开了灌肠药灌肠，效果一般，在网上看到用氧氟沙星和甲硝唑说效果好，服用过甲硝唑片，灌肠是粉剂吗？用量多少？如何治疗？,其他,2
你好，气管炎，肺气肿，能不能用利肺片？如果可以，效果咋么样？,其他,2
小便刺痛`尿道流脓该吃什么药,治疗方法,8
分水岭区脑梗死的病因是什么,病因,10
可以用点什么药来缓解一下这种情况？高血压病人否阿司匹林,其他,2
如何减掉臀部两边的肉？怀孕期间做的太多了臀部有很多的赘肉，有什么好的办法快速减掉臀部两边的赘肉呢。,其他,2
病毒性脑膜炎是什么病？,定义,4
是想要买该药来降血脂的，听别人说该药的效果还是很不错的，就想要买该药来服用了。,其他,2
你好医生，请问一下，肺气肿片，冶疔肺气肿及慢性支气菅炎效果怎么样？我奶奶72岁，有慢性支气菅炎多年了，一直都不好。,适用症,14
请问小便不畅，怎么办？,治疗方法,8
便秘，大便有异物脱出不能复位须手推回，检查为混合痔和直肠脱出如何治疗？,治疗方法,8
生理腹泻怎么办,治疗方法,8
"你好，请问一下，我想了解,心脉瘀阻引起的慢性心功能不全，这种病很复杂吗，听起来好严重，怎么办？知道的麻烦解答一下，谢谢",其他,2
心脏病高血压吃什么好,预防,15
你好，请问我患失眠症，半夜醒来睡不着，整天心情不好，服喜普妙可以吗？,适用症,14
颅内转移瘤可以并发哪些疾病?,相关病症,12
痔疮微创切除要多少钱,费用,13
"最近总是胃胀,肚胀,是怎么回事呀",病因,10
草酸艾司西酞普兰片是医保药品吗可以在网上药店吗,其他,2
您好，请问维尔固盐酸氨基葡萄糖胶囊用于关节痛的效果怎么样,适用症,14
你好，我母亲刚做完脑瘤手术，可以吃中风回春丸吗？,适用症,14
颅骨缺损综合征可以并发哪些疾病?,相关病症,12
健脾化积口服液有什么作用，适应什么人群，如何服用,其他,2
镇脑宁胶囊可以用在动脉硬化引起这个心脏病吗？有什么作用？,其他,2
怎么治疗姿态性腰腿痛,治疗方法,8
乳腺癌有哪些诱发因素如何应对,预防,15
直肠腺癌中分化，淋巴结没转移。有中药可以辅助治疗吗？,治疗方法,8
你好，请问一下，尿路感染了该怎么治疗？,治疗方法,8
老年尿频怎么治疗,临床表现(病症表现),0
最近几天咳嗽、胸闷。嗓子总是痒，干咳晚上更是厉害，请问这是什么疾病？该怎么治？,其他,2
先是感冒，然后头痛，感冒好了还头痛，有高血压，CT显示无明显异常,临床表现(病症表现),0
前不久开始我每次做家务都觉得呼吸困难，头晕，持续了几天后我决定去医院检查，检查后得知自己患了不稳定性心绞痛，我想知道，不稳定性心绞痛的临床特点有哪些？,临床表现(病症表现),0
三黄片的主治疾病有哪些,适用症,14
痔疮，上厕所拉血，一个月了，多久能好？,治疗方法,8
我是患有按个低血压心脏病的呢，可以吃吗啊？,其他,2
平躺睡觉臀部会变大吗？听人说睡觉平躺会是臀部变大是不是真的啊，我怀孕期间都是这样睡觉的啊。,其他,2
我想请问一下，关于糖尿病有沒根治的药，是不是要注射胰岛素的呢,治疗方法,8
多年痔疮可以做电子视频肠镜么？,化验/体检方案,3
长期手淫，现在小便有泡沫，整天没精神，体质消瘦,临床表现(病症表现),0
孕妇失眠吃什么食物好呢？我这段时间失眠好厉害的，晚上很难才能睡着的。,治疗方法,8
左脑骨折塌陷1.2厘米脑里优点瘀血住院五天了为啥还迷惑稍微有点恶心怎么回事谢谢,临床表现(病症表现),0
血管瘤b超应是什么回声,定义,4
吃这个对身高有没有帮助，钙尔奇的，会有帮助吗？,适用症,14
宝宝拉肚子吃不进药，怎么办？,治疗方法,8
鞣酸苦参碱胶囊主要用于治疗什么病症？,适用症,14
请问甘露八味秦皮丸效果怎么样呢？多长时间能起作用呢？,其他,2
"一闻到刺激性的气味或者去粉尘比较多的地方就喘不上来气,有时做剧烈运动也不行,喘气困难。医生说是得了哮喘病,建议住院进行治疗。过敏性哮喘的治疗方法有哪一些?",方法,6
脸上血管瘤怎么治,治疗方法,8
我弟弟患癫痫病12年了，期间西药、中药都用过不少，但一直是反反复复，有时候轻有时候重，记忆力好像越来越差了，对治疗我们全家都失去了信心。,其他,2
"孩子劲部有个小拇指的草莓狀的血管瘤如何治疗,内蒙古婴儿得了血管瘤的特征是怎么样的呢？",临床表现(病症表现),0
CT检查支气管扩张，右边炎症。平时经常有点咳嗽。就是感觉一天到晚不做什么也觉得有点累。严重时挂水，平时吃点消炎药。现在会不会变肺结核了。我这个情况平时应该吃点什么牌子的消炎药好点可以控制控制。,治疗方法,8
七十味珍珠丸这个药的主要功效是什么啊，有哪些成分的,其他,2
我想请问一下，性生活后第二天出现了尿频尿急尿时坠痛尿,临床表现(病症表现),0
就是搬东西的时候扭了一下，拍片子了，医生说不是腰间盘，歇几就好了，这歇两天了，咋还疼呢,其他,2
我朋友家的孩子从出生的时候身上就有血管瘤，孩子的血管瘤面积很小，一直没有给他治疗，血管瘤长得并不快，内蒙古婴儿长血管瘤可以治疗么？,治愈率,7
体检尿常规检查出尿潜血弱阳性（微量）是什么病？严重不严重？要怎么治疗？,其他,2
小孩消化不良拉肚子,其他,2
滴白，小便生殖器有疼痛，吃什么药根除？,治疗方法,8
化血病、糖尿病、白血病,其他,2
肛门痒，一直肿疼，检查为内痔，如何治疗？,治疗方法,8
内分泌失调吃逍遥丸管用吗脸上好几个工痘痘,适用症,14
胸闷气短痰多易感冒，呼吸困难,临床表现(病症表现),0
内痔手术后的第13天，中午大便时有点疼，但是肛门收缩时却很痛，这正常吗？应怎么办？,其他,2
大便带血，肚子痛，一天拉好几回，都有血，便血是由于什么造成的？,病因,10
每次性生活以后都会有尿频老感觉尿涨有那么点尿痛的感觉每回都要吃要才能缓解，要不然一直持续下去很是苦恼是何病因怎么办才好呢,治疗方法,8
"肛门外湿痒,偶有大便出血，不动手术，吃药能痊愈吗？",治疗方法,8
右肺部有阴影，去了才知道,临床表现(病症表现),0
